	nCov1	nCov2	Ctrl1	Ctrl2	Ctrl3
TIGAR	0	0	0	0	0
TULP3	0	0	0	0	0
SYNJ2	0	0	0	0	0
ADCY2	0	0	0	0	0
PPP2R5C	0	0	0	0	0
PMS2P1	0	0	0.0742303584650974	0.0379922692775735	0.0549934542358058
RBFOX1	0	0	0.0633454725186146	0.075522354567075	0.0480336233750004
GNB1	0.624176873064424	1.12189945114528	5.34116175056452	5.37407763477574	4.63315352705953
HOXA9	0	0	0.00500906034702383	0.010254864638501	0
EDN1	1.96822751570241	0.505386365601912	6.76755928721491	6.21677988179719	6.36741777428804
MLLT10	3.133580812435	1.71785696861975	15.0726707704924	14.637659842761	14.4670400644737
ZCWPW1	2.93166412235103	0.464946317359806	1.33243269724662	1.16472221300038	1.02783727274842
ADCYAP1R1	0.0837517354143194	0.0376339744584269	0.502561546743305	0.399486042207601	0.329900354965952
FGF20	0	0	0.127980130708756	0.105648792284557	0.105518690314952
P2RY10	0	0	0	0	0
ITM2A	0	0	0.00370367626341377	0	0
NRDC	0	0	0	0	0
VDAC3	0	0	0	0	0
PCM1	0	0	0	0	0
TNRC6C	0	0	0.00273467375259171	0.00139964919667778	0.00151948433537867
CBFA2T2	0	0	0	0	0
BRINP1	0	0	0	0	0
ITCH	0	0	0	0	0
PKD2L2	0	0	0	0	0
TP53INP2	0	0	0	0	0
SDF4	0	0	0.00160089357560835	0	0.00177902955220152
MYH7B	0.288584973572377	0.194514169839848	2.81494759901563	2.58440044529189	2.4331431200099
BPIFB2	0.640035633501823	3.01981072902652	9.26588337554062	8.54984714008607	9.58874541519769
TP73	0	0	0.00561270874557532	0.00229813835145364	0.00623725079444081
TOLLIP	0	0	0	0	0
UBE2D4	2.97321325145078	3.32641232735914	7.27241302935419	6.02105351228749	7.1882509711904
CLUL1	0	0	0	0	0
RUNX1T1	0.465024781666563	0.113977974214986	1.44516572160131	1.12313213330183	1.21243197028307
CDH17	0.442644551070627	0	6.01940318978133	3.63122363694989	6.99176963984791
THOC1	0	0	0.00281272772757158	0	0
FKBP7	0	0.333915991558406	0.00493262338718288	0	0
OSBPL6	0	0	0.335244924116004	0.21117987003732	0.22044294634043
SLC1A3	0	0	0.00363746529110693	0.00372342431547169	0.00134740546292038
XRCC5	101.440200050446	92.3883141864262	26.370619057002	27.5232837736622	34.1522839954762
LXN	0	0	0	0	0
SP140	0	0	0.0163301469357111	0.0111440359901733	0.0332699561007374
MKNK1	0	0	0.0103542305054372	0.00963537932111944	0.0156905115709966
TNS1	0	0	0	0	0
REXO1	0	0	0	0	0
SAR1A	0.16551688063368	0.223125814434457	0.0065920509253066	0.00112463857566436	0.010988350741505
CDC14A	0	0	0.0828468573202114	0.112276590559367	0.0337141130345777
RAPGEF3	1.13436350176897	0.339818686271234	1.55175132663266	1.89737062491918	1.23840207499987
CEACAM1	0.0520552998863383	0	0.0359356332647021	0.043858858165292	0.0199671466389284
SENP1	0.187174306951466	0.799017166584802	1.20143344712545	1.60373276944927	0.804938128277622
DUSP13	0	0	0.600978580614489	0.81362602024129	0.660669979343301
CIC	0	0	0	0	0
LIPE	0.110868408515914	0.0996377886068485	0.0103029800646835	0.00451990957884715	0.00981379022499074
FDFT1	0.880803319377533	1.18737108408685	4.37035937052574	4.27913184158747	4.1842008274207
PAFAH1B3	0	0	0	0	0
OPHN1	0	0	0	0	0
AFM	0	0	0.0104439596923854	0.0142543558426093	0
KIF22	0	0	0.0246631169359144	0.0288525087649105	0.00391535028997968
SCGN	8.10798177015063	16.4817508653829	52.6764903151962	44.4875800808797	43.2156708998404
CARMIL1	3.3815511720707	4.46471943769105	6.26387747437538	5.16719255285291	5.44453653806613
PGM1	0.280692595707937	0	0.0298110964582257	0.0114433423283935	0.0579744582549653
DDX1	0	0	0	0	0
DNM2	0	0	0.00734591387423947	0.0109900521558227	0.0113030509598699
EPB41L2	0	0	0.0029442790760704	0.00226039276515796	0.00327189737410705
RIMS1	0	0	0.0457390116712657	0.0535084530707396	0.0547891854622525
MOXD1	0	0	0	0	0
STX7	0.122210990250028	0.20397260483918	0.420905958062218	0.407601770020819	0.465680825262547
RABL2B	0.389909271789186	0	0.781623333870874	1.00674120020937	0.868596782967377
KEAP1	0	0	0	0	0
DDX43	0.420111495117937	0	0.725044935472843	1.0647412499374	0.660072864525253
PTPRH	0.131689725282078	0.118349971691587	0.893366777516616	0.823209553874789	1.01220230433308
DCT	4.55325084629149	9.13884668673643	19.9416412310189	24.6782127471606	20.6939784804412
SLC35C2	0	0	0	0.00100878971356297	0
CRYBG3	4.76869977740073	3.55966186829364	11.7980767608428	11.6498160163627	11.246356740955
EPHA6	0	0	0	0	0
SCTR	0	0	0	0	0
RFX3	2.76643927325043	1.86465577880721	3.68556044839482	2.76526845889816	2.85917955384701
RIF1	0	0	0	0	0
RAB21	0	0	0	0	0
SLC4A4	1.00384536201865	0.33830962302628	0.622192027647746	0.505594343147043	0.272127148706983
SMARCA2	4.46183485726493	3.81628537380976	5.19175124316586	5.29980476446923	5.17021721536754
RDH8	0.285952951699465	0.513973640179855	0.0721282160464623	0.0932623821546433	0.0632795744017706
SESN1	0.335203196456139	0.200832113649656	0.0726841946488616	0.0683282171541598	0.0642878956810489
MID2	9.05308393967739	3.15478912269905	4.06669872359115	4.14271531644707	4.64731978009671
PIH1D3	1.1852757252214	0.532605517348467	1.2312911056913	1.49796966013327	1.42075916529713
COL5A3	0	0	0.0302371340762294	0.0332444025139552	0.0211566296370832
SRCAP	0	0	0	0	0.0012373930262674
PUM3	0.889532617723483	6.19554972289091	13.1022593051571	11.5200789893084	9.45854284268971
CPB2	1.99138697105788	0	0.008812343406336	0	0
CHRNA3	0.600915623136558	2.91624174102048	0.502586768561734	0.468733578908875	0.430851363100751
KCNN2	0	0	0	0	0
CNOT4	0	0	0	0.00222196059784066	0
PSEN1	0	0	0	0	0
CPOX	0	0	0	0	0
CLDND1	6.09532591697888	4.58958237149663	0.874806911661609	0.625343515544737	0.121518645276337
MOK	0	0	0	0	0
HSP90AA1	0	0.0489930094321594	8.14627263939034	7.20679371369387	7.97985095506828
RBL1	0	0	0.145394788759877	0.150136228659585	0.0042519284210189
DLGAP4	0.0325515904170344	0	0.143472049459487	0.0698924038979779	0.112373983541695
IGSF9B	0.288032144256148	0.474568227837077	2.00580844100739	1.75790513984471	2.03258778144581
CFHR2	17.6859301053831	32.1627883069057	16.4962710462234	13.4449805593607	16.4992861219744
CROCCP3	1.40872723504138	1.4894442490947	2.34212816721521	2.50220405085918	2.30200369428594
NDC80	0	0	0	0.00218788720094074	0
AP4E1	0	0	0.207620919672095	0.408137058646634	0.502770588609727
RSBN1	0	0	0.0545850947055023	0.0250867465122679	0.0433278094855356
MAGI3	0	0	0.00180561920995047	0.00184828883103004	0.00702287456339118
CXCL2	0	0	0	0	0
AFP	0	0	0	0	0
COL4A4	0.0567875998760054	0	0.124392576685507	0.156657153212099	0.0946694085398144
TCF7	0	0	0.00150524918582416	0.001540820590933	0
OSTM1	6.28605137962664	1.68995980704207	15.8871971945739	20.1965096022639	17.0605392701524
CDH7	0.315083621338453	0.672520781456426	3.1366907941598	2.93945657405641	3.14289975723336
IMPG2	2.94591113782053	1.90866252837623	2.61939310905574	2.80232409573175	3.11603565364941
PCNP	0	0	0	0.0127680642235524	0.0027722480214109
EXD2	0	0	0.00242575124261908	0.00372461333808561	0.00269567147539396
ARG2	0	0	0.0432360421240811	0.0510666666734461	0.0258714827392178
MEF2C	7.93426393748641	9.40532410080717	11.1665697559337	12.0357117384474	12.3214951147526
PTPRC	0	0	0.00165712042239564	0.00254442117543959	0
CACNA1S	0.0472651459070403	1.18936540194932	0.401585462614195	0.585782670929685	0.117146142229718
PKP1	0	0.041396765979709	0.00122303011049133	0.00250386447017981	0
UBA5	0	0	0	0	0
STK17B	0	0	0	0	0
CDC14B	0	0	0	0	0
ZNF510	0	0	0	0	0
LRP2	0	0	0	0	0
ZNF506	0	0	0	0	0
JMJD4	0.132605296952637	0.238345597682478	0.0633753512364818	0.0468527297603078	0.00391262814609325
DUSP12	0	0.291844850737767	0	0.00441302560280555	0
AACS	0	0	0	0	0
DELE1	0	0	0.00379812000813082	0.0103676681495245	0.0126622428377943
SLC13A1	0	0	0	0.00176681461307507	0
CADPS2	0	0	0	0	0
PCDHB4	0	0	0.0139710142180324	0.0204302446456736	0.0110897204745089
PCDHA6	0.186503212630583	0.0838055128748281	0.00495191656861906	0.00506893814350938	0.00275146519726082
PCDHGA2	0	0	0	0.00231421164051887	0.00376852465410544
HSPB11	0	0	0	0.00480577942654103	0
PHLPP1	0.821842242023886	1.42036964700018	0.415439046298697	0.268040475857777	0.279797654133119
ATP8B1	5.21062589733072	5.56083205065393	15.8064049513105	16.8216448362305	15.7142973863463
IL12RB2	0	0	0.0223267285126388	0.0123061853459199	0.0171769064044236
SMARCD3	0	0	0	0	0
WDR70	0.164281325394956	0	0.149394901267276	0.177482691190181	0.103004176592259
FYB1	0.0646325377104518	0	0.0454761912190067	0.0483075015438706	0.0419547938448698
MPP4	0	0	0	0	0
STRADB	0	0	0	0	0
BZW1	0	0	0	0	0
PGR	0	0	0	0	0
C1QTNF3	0	0	0	0	0.00472119419753702
ME2	0	0	0	0	0
C5orf22	0	0	0	0	0
CCNT2	0	0	0.00167299636962045	0	0
FAM135A	0	0	0	0	0
COL19A1	0	0	0	0	0
EPB41L3	0	0	0.00373493731849298	0.00191159988006475	0.00138351146852351
COBLL1	0	0	0	0	0
DLG3	0	0	0	0.00098802428362686	0
KCNK2	0	0	0.0796536676897	0.10341152374206	0.0755632564915261
SERTAD4	0	0	0.00833225595933634	0.017058320538523	0.0138891146301217
TRAF5	0	0	0.00168393704638919	0.00172373112661126	0
MRPL22	2.01093262585233	2.14914015843442	1.77351424391823	1.74009019948801	1.65975447531878
GEMIN5	0	0	0	0	0
OPRK1	0	0	0	0	0
NFE2L1	0	0	0.00903853138089945	0	0.00573958539873955
SEMA5B	0	0	0	0	0
GSK3B	0	0	0	0	0
ITGB5	0.175653678081544	0	0.00699576977706367	0.00477406054467744	0
ERC1	0	0	0	0	0
XPO1	0.971380793397216	0.305544044563247	0.00128957474174716	0.00396014826185046	0.00501574285513737
LINC01587	0	0	0	0	0
RNF13	0	0	0	0	0
TRPM3	0	0	0	0	0
PALB2	0	0.108327496734768	0.00160021908916403	0	0
DOP1A	0	0	0	0	0
LYRM2	0	0	0	0	0
BCKDHB	0	0	0	0	0
KAT6A	0	0	0	0	0
TUT7	0	0	0.0113258387002559	0.00695609164646792	0.00251721939024786
ULK2	0	0	0	0	0
GRHL2	0	0	0	0	0
TNPO1	0	0	0	0	0
PLOD1	0	0	0	0	0
P2RX5	0	0	0	0	0
ITGAE	0	0.0778901282944479	0	0.00353336160806273	0.00255725393068652
DIS3	0	0	0	0	0
PIBF1	0	0	0	0	0.00403995942818674
TDRD3	0	0	0.0039206400083931	0.0060199363448852	0
AC000061.1	0	0	0	0	0
NUFIP1	4.76826546958858	7.092836234482	7.40633401585509	6.73898429719094	6.85750201196254
PDS5B	0.195257704828834	0	0	0	0
OXCT1	0	0	0	0	0
RRAGB	0	0	0.0167256660908513	0.00570697329331625	0.0185867784774962
EPYC	0	0	0	0	0
CYLD	0.353368446101979	0.317573337656289	0.497268143723164	0.280320809739923	0.294546537115075
SLC27A5	0	0	0	0	0
ZNF324	0	0	0	0	0
ZNF671	0	0	0	0	0
ZNF416	0	0	0	0	0
ZNF586	0	0	0	0	0
ZNF446	0	0	0.00159317114435018	0	0.00531134347222915
ZNF264	1.96331390225639	1.39513575789963	3.78842164871012	3.71290254189802	4.29214870531042
RPS5	0	0	0.00210014929949174	0	0
FAT1	0	0	0.000939721657235311	0.000480964378805183	0.0005221435779796
YTHDC1	1.22054576866602	0.292508889078467	0.0270059727540587	0.0154807331584197	0.0240088032570995
CHMP2B	0	0	0.00731815030468366	0.00499405980227578	0
SMAP2	18.4321731009923	14.9228271373214	18.9030565914247	21.5026185989236	21.1072543759141
PPIE	0.0708947907756945	0.159283430491868	0.0084705935009732	0.00192683709878414	0.00627542700423457
ZMPSTE24	0	0	0	0	0
STARD7	0	0	0.00344188491901297	0.0105696662149661	0
NOA1	0	0	0.0171240757805718	0.0385632381576092	0.0190295203453476
REST	0	0	0	0	0
HAL	0	0	0	0	0
SSH1	1.55465527072843	1.980803075526	2.81266749260809	3.16421403077729	2.66750784595896
GSTP1	0	0	0	0	0
APLP2	0	0	0	0	0
FAM234B	0	0	0	0	0
SLCO1A2	4.76826546958858	3.10234623059863	9.28561214487815	9.0723846092291	8.74486145985168
WBP11	0	0	0.0837926818073745	0.134574619856418	0.06903466996642
EIF3I	0	0	0	0.00450768180414109	0.00489362042040359
NKAIN1	0	0	0	0	0
COL16A1	0.309192616638188	0	0.0016418977664026	0	0.000912298197902972
TXLNA	0	0	0.029707626187961	0.0273686976962419	0.00165066390793825
APOB	0	0	0	0	0
NCOA1	0	0	0	0	0
AGBL5	0	0	0	0	0
EFR3B	0	0.120790807807936	0.715872285662916	0.690414807946585	0.686867881708156
KIF3C	0	0	0	0	0
RAB10	0.46977984922055	0.140730877668294	0.812843417175232	0.723523639334634	0.718474278882326
GCKR	0	0	0	0	0
HADHA	0	0	0	0.00179537084094745	0.00194908686797419
MAPRE3	7.25491328338726	8.64610480898475	9.19379545518325	10.6327181001498	9.2884368630053
CAD	2.03313463111677	0.182718450906057	0.206932986348475	0.225637690687567	0.164970592462084
CD59	0	0	0	0	0
CD82	0	0	0	0	0.00626998902589467
BCORL1	0	0	0	0	0
ATRX	0	0	0	0	0
AK6	0	0	0	0	0
FCN1	0	0	0	0	0
MYNN	0	0	0	0	0
MECOM	1.29762732001763	0.666389581425415	4.39942064872691	4.50590501811678	3.55891980120583
SCAMP1	0	0.0762274869552246	0.0202686510958656	0.0149844003050495	0.00875933391289259
PREP	0.0641686504822956	0	0.00511129753252998	0.0191843136107608	0.00568004613111777
HACE1	0	0	0.00328948360561292	0.0117852674645456	0.00548327068866268
SEH1L	0.0545932502958334	0	0.207282191074404	0.206987363828643	0.136114177374121
WDR47	5.17469460864237	3.48788578114365	5.85647263293063	6.28670268528708	6.18750339590461
WDFY1	4.32925470165017	6.09389074840409	7.56161722676181	6.66999252190239	6.50849285457698
OVGP1	0	0	0	0	0.0133991987701527
SLC25A24	0	0	0	0	0
MAP3K4	0.228207334359464	0.0683635505184719	0.86444847831959	0.562351582691572	0.644166213674903
PILRA	0	0.258407350251229	1.515430797214	0.687704620973486	0.759310374527698
IGSF9	3.01743483083804	2.86673695931866	2.68163181529321	2.72391462042088	2.04391785850389
ABCB1	0	0	0	0	0
ZNF213	0	0	0	0	0
AKR1B1	6.34202796447743	10.554815825122	16.8535078850118	16.7325481649654	18.2390817741992
CPNE3	0	0	0.00112754045068452	0.00230837200894861	0
RRN3	1.23910652241474	1.23732104667937	0.109666602737175	0.160903415698829	0.199053544771229
CTTN	0	0	0	0.00111897411313043	0.00242955683557237
WNT11	0	0	0	0.00655904775381138	0
MTIF2	0	0	0	0	0
DDHD2	0.0542464786073787	0.633769259670012	4.21941318309413	3.53624176004473	3.05231918741925
TTC39A	0	0	0.082761854481808	0.0789036910546488	0.061314000781173
EPS15	0	0	0.00514789917068422	0.00632346254714832	0.00343243232252488
ORC1	14.4835490713553	20.1836756832724	49.9852551150161	51.8242226477714	50.0458142107675
MGST2	0	0	0.00239477932416823	0.00245137172513978	0
CHERP	0	0	0	0	0.00140340735248482
ATG16L1	0	0	0	0	0
USP40	0	0	0	0	0
POMGNT1	0	0	0.00122737760805649	0	0
RAD54L	0	0	0.00186273663959334	0.00381351207069318	0
MAST2	0	0	0.00771583546598439	0.0078981727903945	0
DNAJA1	0	0	0	0	0
B4GALT1	0	0	0	0	0
CHMP5	0	0	4.46052738721511	3.87649323533037	1.36278425634702
NFX1	0	0	0.0212601175937913	0.0097931374208355	0
AQP6	0	0	0	0	0
DIMT1	0.185746423097104	0.417327241519189	2.8592242489386	2.62010376705237	2.83758101142369
IPO11	0	0	0.0130969655452787	0.0185628010634723	0.011195617009544
FOLH1	4.2364720385848	1.73498618294265	4.77701691744288	4.03289659368337	4.58071765266036
EIF2AK1	0	0	0	0.00566332928779562	0
NME8	0.939945554580091	1.05591504517443	6.07387240725314	5.96513473407961	7.03053483231946
EPDR1	0	0	0.0546492087500837	0.055940655483046	0.0880587631405359
SNX10	2.439703764997	0	1.26100175369437	2.08429030663764	1.17576255268509
SEPHS1	0	0	0	0	0
MRPL28	0	0	0	0	0.00552996739285699
HBQ1	0	0	0	0	0
ITPKC	0	0	0.00225007109486423	0.0253356819412255	0.0150026573907515
CEACAM6	0	0	0.0848024088418924	0.0999589114551585	0.225601530037381
FAT2	0	0	0	0	0
RBM22	0	0	0.139769122128037	0.151743121787019	0.261222740450733
TMED2	0	0	0	0	0
ERO1B	0	0	0	0	0
ZFAND6	0	0	0	0	0
HSD17B2	0	0	0	0	0
TXLNG	2.18344816115841	1.73141625252507	4.98572520932638	4.75097520252622	4.63287448386189
PPEF1	0	0	0	0.0044268437871582	0.00480586121559704
LAT2	0	0	0	0	0
HUWE1	0.428016234107727	0.503016321940219	1.27674878229474	1.27604822900241	1.33575648019389
ZW10	0.392449832887949	0	0.184956461301295	0.173327785421578	0.220011535361766
ALG9	2.05620369692296	1.78419548401468	1.62090772094207	1.50311917409463	1.68620697682977
MYBPC2	0	0.414813627588017	2.06093201839419	2.1368157129902	1.83402208710904
NOX4	0	0	0.0423466405235113	0.0203987568116567	0.0166089428926634
ACOX3	1.19020666947609	0.935937178627045	0.466123932355108	0.244634915384646	0.0482872841794894
MTMR2	8.88351468431277	6.63902917682557	23.8910997079515	25.0631049493061	24.7492113646053
PPP1R15A	0	0	0.0446108712211124	0.0228325481270116	0.0605914828562207
HSD17B14	6.17473226277659	6.01168898471159	9.06493750142013	11.3349753172522	10.217853033376
TRIP6	0	0	0	0	0
ACHE	0	0	0.00559369662464038	0.00381725631425792	0
FTL	0	0	0	0	0
SRRT	0	0	0.00312731165757992	0	0
BAX	0	0	0	0	0
NLK	0	0	0.0031856741523429	0	0
PIGS	0	0.34845375368453	0.783687984059518	0.848311657838445	0.84229047732349
ADAMTS2	0.980340130812045	0.675459989777198	2.83459921566268	2.33050495925348	2.47893594791313
TMPRSS11E	3.23272235226345	1.21052407485863	2.98628079735333	2.75665752704518	2.29319338273927
ATXN7L3	0	0	0.0300926316433681	0.0469390748139197	0.0286638207986289
PGS1	0	0	0.00300365362446091	0	0
PSMC5	0	0	0	0	0
UIMC1	0	0	0	0	0
CETP	0	0	0	0	0
MMP2	0	0	0	0	0
MT3	0	0	0	0	0
LPCAT2	0	0.279435200108651	0.231158506132673	0.282043954210336	0.105504355484044
GNAO1	0	0	0.00224375720462609	0.00631614696747727	0.00249342644371472
OGFOD1	0	0	0	0	0
SH3BP2	0	0.0369471638884858	0.0163735594545085	0.0111736616067587	0.00849122956981943
NOP14	0	0	0.00213437482895803	0.00218481346224877	0.00237187278033049
ADD1	0	0	0.0746587436390725	0.0734836991772831	0.0874336467718968
L2HGDH	0	0	0.444657952171413	0.542880184353913	0.521159385092143
TXNDC16	1.45072940549494	0.434591698288566	0.081852575708714	0.110072961021256	0.0820428439380995
RTRAF	0	0	0.000916645350097941	0.000938307121050246	0.00203728616512518
NID2	0.0895168736468445	0	0	0.00364944514024252	0.00264126884392872
GMCL1	1.69598976228212	1.73442464135305	15.0744681271194	23.0411463862695	9.735673765445
SF3B2	0	0	0	0	0
KLHL42	0	0	0.00100029497185431	0	0.00111160063539586
GNAS	0	0	0.00698134465969609	0.00934519398419495	0.002387131912392
DNM1L	0	0	0	0	0.00115922757830214
PTHLH	0	0	0	0	0
PHACTR3	0	0	0	0	0
ERGIC2	0	0	0	0.00800798260776868	0
TFAP2C	0	0.171353091302881	4.87009856424105	4.00317743027709	6.95628713492509
AURKA	28.8245556050949	15.1915810230517	25.4401398905265	27.6904907262019	25.3821461620995
CASS4	0	0	0	0	0.00166531766131312
PIR	0	0	0.00604796179638665	0	0
AAMDC	0	0	0	0	0
RFX2	0	0	0	0	0
METTL2A	0	0	0	0	0
SULT2B1	0	0	0	0	0
ALG6	0	0	0	0	0
CNOT3	0	0	0	0	0
GP6	0	0	0	0	0
PTPN4	0	0	0	0	0
DDX18	0	0	0	0	0
KHSRP	0	0	0	0	0
GNA11	0	0	0	0	0
ASAP3	0	1.23712259903756	0.00761451485190621	0.0187066987461349	0.0152312463967052
EDEM2	0	0	0.0201598726546222	0.0206362821447542	0.0313643665479689
DNMT3B	0	0	0	0	0
REM1	0	0	0.0274562892154035	0.0187367496678154	0
TPX2	3.80932165115537	5.06385222149738	5.69138537695497	9.48404372818155	6.36683093406615
FER1L4	0	0	0	0.00161961072946123	0
PDRG1	0	0	0	0	0
EPB41L1	0.0591351649804289	0.0531449593840373	0	0	0
SLC15A1	2.1746008792423	1.46574050451291	0.0180433254543032	0.0295515481696661	0.00401021150840674
DOCK9	0.386198607148104	0.416493488390884	0.0481942873601913	0.0304396304336067	0.00683706416727554
ANKRD10	0	0	0	0	0
TGDS	0.333834221908186	0.200011912485393	0.342731949391812	0.217757324027353	0.147750791572862
DOCK3	0.126186317422126	3.40212125041313	11.7038550829445	9.20417776919829	13.6335406950544
C3orf18	0.352769331905444	0.158517455918602	1.02094964460237	1.1673214524087	0.124904984836442
COQ9	0	0.297656070270864	1.0130665083044	1.2602513958093	0.0801345923206863
TMEM40	0	0	0	0	0
KIF9	0	0	0	0	0
ARHGAP28	0	0	0.00255121411125496	0	0.00212632121541466
CRLS1	0	0	0.00283072107928513	0	0
DEFB127	0	0	0	0	0.0318546989630045
PPP1R13B	0	0	0	0	0
ATRN	0	0	0	0	0
SMOX	0	0	0	0	0
SIGLEC1	1.70511141570375	1.7280131391705	1.39672178843259	1.24731488167149	1.56605471905428
FKBP1A	0	0	0.0648495461225285	0.0573299461120389	0.0425841823545016
NSFL1C	0	0	0	0	0
SLC4A11	0	0	0	0	0
C20orf194	3.95261907559855	2.98026180031581	0.0853809906991122	0.0946819009088997	0.0375572905464765
ZNF343	0.123237530982259	0.11075395800128	0.0327212578775	0.0133978050607683	0.0527252555525931
EBF4	11.2375586531063	5.25713312510033	7.76586280919941	10.1689335905647	8.16896914851513
CPXM1	0	0	0.019182424283489	0.0294536026975128	0
MAVS	4.10757045804335	5.87579809119808	10.91003599651	11.0304555322887	11.5087176428467
LZTS3	0.106059658267031	0.190632299165874	0.250626640017529	0.200339092602026	0.28164395561359
F11	0	0	0.00451619501561334	0.0115572995126983	0.00752808729952098
XRN2	0	0	0	0	0
KIZ	0	0	0.336994707846445	0.164265915562852	0.53174773072102
DYNLL1	0.195220694763095	0	0.041467021583141	0.0583645596953785	0.0518413217514608
TESC	0	0	0	0	0.00876583097112793
SNX5	0	0	0	0	0
RPL6	0	0	0	0.0017485385905427	0.00379648986966323
SIRPG	0	0	0.0474341481836141	0.0936419625458838	0.0376516290151481
MAPKAPK5	0	0	0	0.00113184150103979	0
P2RX7	0.103171989965855	0.834488936711054	0.63553107961511	0.556612548056423	0.706248428505416
ESF1	0	0	0	0	0
RBBP9	0	0	0.00395328650338883	0.00404670887959583	0.00219658996232011
ANAPC5	2.24041186922508	1.59399329684297	0.0408966343970363	0.0374230618824096	0.0309868084781653
SLC23A2	0.836315495596191	0.683272159181431	0.0353266543408394	0.0206637021316593	0.00448657731873303
SLC8B1	0	0	0	0	0
TMEM230	0.843940791077626	0.337089889872137	0.176772547084423	0.147818277451431	0.0332015544747146
DZANK1	0	0	0	0	0
KDM2B	0	0	0	0	0
CFAP61	0	0	0.0020760426390439	0	0.00576762450478013
LHX5	0	0	0	0	0
TASP1	9.77683703464142	14.0228579678963	2.22092347040856	2.25730296351833	2.40394668995059
OAS1	0	0	0	0	0.00341691771916462
GCN1	0	0	0.00157272050026121	0.00160988635862182	0
RPLP0	0	0	0	0.0116987228367253	0.0042334479564675
PXN	0	0	0.0112008901044072	0.00729628120442409	0.00678940634734279
SIRT4	0	0	0	0	0
RPH3A	1.67047058101585	0.450377154826733	1.64107170456411	1.89702296984658	2.03397646726214
KIF16B	0	0	0	0.00201418238884688	0
TRMT6	2.87381582623896	2.3108434203011	0.222887296274132	0.310372301859279	0.325788607686663
CHGB	0	0	0	0	0
PEBP1	0	0	0	0	0
TBX5	0	0	0	0	0
BRAP	0	0	0	0	0
ERP29	0	0	0	0	0
NOS1	0	0	0	0	0
FUS	0	0	0	0	0
IGBP1	0	0	0	0	0
FXYD5	0	0	1.8920758315329	2.74530029235153	0.06773516730348
ZNF302	0	0	0.00301917329740129	0.00463578166463238	0
GRAMD1A	0	0	0	0	0
FXYD3	0	0	0	0	0
HEPH	0	0	0	0	0
CDIP1	3.07917938607031	2.28600419115558	6.12462402808554	5.90003763609757	5.58947858851316
CMTM1	16.2088478078847	23.5177146819088	31.572358675097	30.1263913396081	30.4873387279953
KCNH4	0	0	0	0	0
GANAB	0	0	0	0.00618349989037247	0.00335645933407403
GMIP	0	0.55145375549592	0.00407305094705718	0	0
RBM41	0	0.252858856089139	0.00498032454762277	0	0.00553449941006143
BIRC5	0	0.269583552817796	0.00398230145020269	0.00407640949522589	0.00885084689404582
LAG3	2.6212977712398	2.52403776341596	5.69718001219623	5.04813161207215	5.38090075218658
MLF2	0	0	0	0.00411306591491319	0.00223260915768215
OTUB2	0	0	0	0	0
DDX24	0	0	0	0	0
ZBTB25	0	0	0	0	0
NECAP1	0	0	0	0	0
ARHGAP4	0	0	0	0	0
ANKRD24	0	0	0	0	0
DHX32	0	0	0	0	0
RCOR1	0	0	0	0	0
GPATCH2L	0	0	0	0	0
LTBP4	0	0	0	0	0
BLVRB	0	0	0	0	0
SLC9A1	0	0	0	0	0
SPTLC1	0	0	0	0	0
PAPOLA	0	0	0	0	0
CCNK	0	0	0	0	0
PCBP4	1.53074332892089	0.412705158105895	2.39795698747692	2.24452526752347	2.13408587153836
RGS1	0.210674468464886	1.13600285787911	0.917366246441022	0.986760757235673	1.39241158353752
YPEL3	0.1798779806195	0.484970726501049	0.00955201511004292	0	0
MRPS33	0.981835406512044	0.490210321258289	0.415656984683906	0.392864450851858	0.346028879583829
NDUFB2	0	0	0	0	0
NUDC	0	0	0	0.00273024968825259	0
MAEA	0	0	0.0108285673788477	0.0126679582317782	0.026645591282057
ICAM1	0	0	0	0	0
STRN4	0	0	0	0	0
IRAK3	0	0	0	0	0
LYZ	0	0	0	0	0
SI	0	0	0	0	0
MUL1	0	0	0	0	0
TFAP4	1.01826439416662	1.40535890180486	6.43657505381976	5.45399703022845	6.76113657225896
PDCD7	0	0	0.0493109861952069	0.0288435899059415	0.036531973153863
SPG21	0	0	0.0114429927435526	0.00780893910333255	0.0233131929392815
FETUB	0	0	0	0	0
DNAJB11	0	0	0	0	0
P3H2	0	0	0	0	0
THPO	0	0	0	0	0
CHRD	0.0864338151587055	0	0	0.00117458476014251	0.00255030067226471
FLT3LG	0	0	0	0	0
RAB11FIP3	0	0	0	0	0
GNPTG	0	0	0	0	0
ZNF268	0.0405953782441029	0.218899167222396	0.0107786307431878	0.00882667738874028	0.00119779996100691
GOLGA3	0	0	0	0	0
PABPC4	0.253107574322013	0.303291434385105	0.169128906289517	0.123824995592965	0.134426641745973
CD209	31.9540762551949	16.8924877469398	25.9604170016554	27.7013335383903	30.6372345962037
CERS4	0	0	0	0	0
MCOLN1	0	0	0	0	0
USP48	0.240998991829264	0.0270733193113586	0.0255954175550566	0.0229252428282631	0.0275546332506141
EFNB1	0	0	0.00919920074630534	0.0117707404059088	0.0153342329249704
PDPR	0	0	0	0.00224624490480791	0.00243856385898783
AARS	0	0	0	0	0
GLG1	0	0.0364418274395823	0.00807480690552934	0.00495937637370069	0.00478576725969595
