Symbols	EntrezID	EnsemblID	Series1_NHBE_Mock_1	Series1_NHBE_Mock_2	Series1_NHBE_Mock_3	Series1_NHBE_SARS.CoV.2_1	Series1_NHBE_SARS.CoV.2_2	Series1_NHBE_SARS.CoV.2_3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gid	Tag
CTU2	348180	ENSG00000174177	33	38	54	54	38	125	52,0047629476409	0,490094231349188	0,304371477803474	1,61018448537294	0,107357587361744	0,517672417837153	CTU2	NC
CTXN1	404217	ENSG00000178531	45	48	74	59	36	157	62,2459804418503	0,235205921070591	0,286256931196591	0,821660178104336	0,411270329275189	0,811286762921485	CTXN1	NC
CUBN	8029	ENSG00000107611	9	13	3	4	8	26	9,63842472140402	0,0223037905090476	0,756125481559205	0,0294974723812442	0,976467834813367	NA	CUBN	NC
CUEDC1	404093	ENSG00000180891	597	591	827	556	516	1585	715,378125755612	0,0582208768896772	0,112507736723879	0,517483317903418	0,604818811243048	0,895909941777038	CUEDC1	NC
CUEDC2	79004	ENSG00000107874	642	591	913	627	526	1706	763,063335839806	0,081013955008742	0,11187812995798	0,724126824779513	0,46898787749873	0,83970750606879	CUEDC2	NC
CUL1	8454	ENSG00000055130	1022	903	1570	954	949	2792	1243,53333817028	0,109465241417981	0,09662045246854	1,13294068306731	0,257239163892499	0,704421211779202	CUL1	NC
CUL2	8453	ENSG00000108094	304	336	711	328	287	764	421,897882417053	-0,19152659840081	0,164552887067105	-1,16392122808945	0,244455935927969	0,693537615757325	CUL2	NC
CUL3	8452	ENSG00000036257	752	773	1376	693	724	1960	963,368679591427	-0,0650258273327571	0,111707102320005	-0,582110053723163	0,560492553621741	0,883032697634165	CUL3	NC
CUL4A	8451	ENSG00000139842	1036	799	1755	935	994	2689	1246,69795896937	0,0897967515357708	0,120997634642498	0,742136421105143	0,458004684958066	0,832252098164698	CUL4A	NC
CUL4B	8450	ENSG00000158290	599	612	1184	479	513	1506	743,030944840595	-0,243524697418827	0,126305120945826	-1,92806669749581	0,0538468306212085	0,392246457703386	CUL4B	NC
CUL5	8065	ENSG00000166266	278	331	639	300	282	709	394,607529375956	-0,175414623694566	0,162918534466498	-1,07670145860929	0,281613660537172	0,727972222681417	CUL5	NC
CUL7	9820	ENSG00000044090	603	569	765	538	494	1368	677,953567123799	-0,00317548685048923	0,121532242821322	-0,0261287603747908	0,979154637427962	0,994656966542549	CUL7	NC
CUL9	23113	ENSG00000112659	779	728	1107	691	662	1836	899,763749752489	-0,0181236622711995	0,104388494428749	-0,173617431407348	0,862166131795571	0,968077579431194	CUL9	NC
CUTA	51596	ENSG00000112514	532	569	896	537	469	1526	687,439190439634	0,0118898425459674	0,116121821356094	0,102391113118236	0,918446237303783	0,981744578995166	CUTA	NC
CUTC	51076	ENSG00000119929	249	168	263	187	197	506	244,905301898137	0,0783700650666228	0,174766867168871	0,448426331238728	0,653845542008406	0,910826408282088	CUTC	NC
CUX1	1523	ENSG00000257923	1180	1048	1710	1017	1005	3056	1370,92559274822	0,0321351812157728	0,0943661638869518	0,34053711512815	0,73345207726687	0,933703114546385	CUX1	NC
CUX2	23316	ENSG00000111249	93	78	145	91	94	256	115,386250269538	0,18539093522001	0,207836661771435	0,89200304527548	0,372391300133055	0,796075984977952	CUX2	NC
CWC15	51503	ENSG00000150316	450	371	659	336	377	1344	518,511370809192	0,0734389427922451	0,141864712644275	0,517668851001679	0,604689334737787	0,895909941777038	CWC15	NC
CWC22	57703	ENSG00000163510	617	606	1013	472	527	1350	712,425637652432	-0,217286121195943	0,114557781387077	-1,89673820987996	0,0578624980453711	0,406188641925288	CWC22	NC
CWC25	54883	ENSG00000273559	351	301	563	310	342	963	428,319923711858	0,0993973155167272	0,131075848436556	0,758319070235413	0,448259993518609	0,827859473867419	CWC25	NC
CWC27	10283	ENSG00000153015	906	857	1576	713	852	2024	1076,29355045305	-0,155824743224475	0,118254287727247	-1,3177090338059	0,187601069270306	0,636965726199889	CWC27	NC
CWF19L1	55280	ENSG00000095485	151	159	231	125	167	470	195,980587493947	0,136908544142297	0,178684784246264	0,766201468803351	0,443556434557944	0,825483161719895	CWF19L1	NC
CWF19L2	143884	ENSG00000152404	245	150	325	126	174	534	231,767523068627	-0,160810922402975	0,195089399788607	-0,824293490969908	0,409772816147715	0,811286762921485	CWF19L2	NC
CWH43	80157	ENSG00000109182	15	38	38	50	43	145	48,1438337133796	1,02711326719365	0,350739703773025	2,92842029614741	0,00340689168223542	0,079711035763391	CWH43	NC
CX3CL1	6376	ENSG00000006210	23	18	36	15	10	54	22,8687457221157	-0,375622615773197	0,45007723167587	-0,834573689441167	0,403957781179487	0,810790623458534	CX3CL1	NC
CXADR	1525	ENSG00000154639	263	274	533	270	235	635	342,599376797971	-0,152404946616009	0,15581303095073	-0,97812709043701	0,328011470784516	0,767867161897091	CXADR	NC
CXCL1	2919	ENSG00000163739	736	864	1246	1952	1966	5513	1801,61848877525	1,41727310411894	0,103966183651537	13,6320585630921	2,58193035706624e-42	2,21252989240884e-39	CXCL1	Up
CXCL10	3627	ENSG00000169245	4	14	10	13	20	37	15,3744082351673	1,03986174327294	0,59046286612347	1,76109591802087	0,0782221698150434	0,458756906499717	CXCL10	NC
CXCL14	9547	ENSG00000145824	83	147	199	37	48	104	100,709477782252	-1,44853153816353	0,26816455873274	-5,40165167615299	6,60300732293157e-08	7,14102805904977e-06	CXCL14	Down
CXCL16	58191	ENSG00000161921	726	704	952	920	818	2602	1009,92487300713	0,514224151006737	0,110234851242237	4,66480559652362	3,08908938673758e-06	0,000236049715749623	CXCL16	NC
CXCL17	284340	ENSG00000189377	1448	1366	1900	1315	1293	3702	1697,94881620931	0,0894962507730855	0,0982514662659824	0,91088972179616	0,362353481747731	0,789126371696391	CXCL17	NC
CXCL2	2920	ENSG00000081041	297	302	320	554	708	1850	592,544412778345	1,39127198519098	0,15623852414785	8,90479472191124	5,34849289026251e-19	1,56502120010925e-16	CXCL2	Up
CXCL3	2921	ENSG00000163734	63	49	39	153	234	527	156,170149977333	2,23021570698288	0,263950192463319	8,44938087057014	2,92851646777141e-17	7,63769827475078e-15	CXCL3	Up
CXCL5	6374	ENSG00000163735	19	5	27	149	126	443	104,64466711553	3,48535834231762	0,301893033135611	11,5450108474414	7,82316025620278e-31	4,46925969493642e-28	CXCL5	Up
CXCL6	6372	ENSG00000124875	10	8	23	35	21	125	28,962337458132	1,73041085076315	0,450559820615526	3,84057958918567	0,000122744168262282	0,00603508928951885	CXCL6	Up
CXCR2	3579	ENSG00000180871	8	12	12	6	7	29	10,862579714576	-0,0758992286472604	0,639351832913084	-0,118712772436172	0,905502917167914	NA	CXCR2	NC
CXorf38	159013	ENSG00000185753	256	230	389	281	266	654	324,047472586804	0,201874362610202	0,14673189909647	1,37580419699658	0,168882261727938	0,614669360127354	CXorf38	NC
CXorf40A	NA	NA	50	69	111	77	57	178	82,9389236320606	0,162649879359891	0,257176085651612	0,632445582752305	0,527095756280182	0,869214460716304	CXorf40A	NC
CXorf40B	NA	NA	231	192	310	208	193	587	262,624020755541	0,102491414785323	0,150218364960394	0,682282854112715	0,495060112669689	0,852182866390241	CXorf40B	NC
CXorf56	63932	ENSG00000018610	182	169	260	144	189	489	218,741201122052	0,0998007126998566	0,168014627379934	0,594000143060021	0,552512017289957	0,878441365586947	CXorf56	NC
CXorf57	NA	NA	31	36	49	18	23	65	34,427200175367	-0,481810514147186	0,363140564166486	-1,32678792096136	0,184578847263718	0,633769323433494	CXorf57	NC
CXXC1	30827	ENSG00000154832	327	394	491	368	288	908	430,108548047942	0,0428669836265451	0,146851406483593	0,291907205065377	0,770357574455965	0,945858133328033	CXXC1	NC
CXXC4	80319	ENSG00000168772	14	11	17	15	4	30	13,8981103803058	-0,137031905444323	0,589966063857332	-0,232270826813965	0,816327669699423	0,956581661787847	CXXC4	NC
CXXC5	51523	ENSG00000171604	48	64	94	38	25	100	57,219626464047	-0,677740969186567	0,299075204553603	-2,26612222901647	0,0234439005847263	0,256386941946182	CXXC5	NC
CYB561	1534	ENSG00000008283	371	384	468	324	293	846	420,186014854582	-0,0724918242832308	0,141108182221159	-0,513732252390683	0,607439199402458	0,896144623122392	CYB561	NC
CYB561D1	284613	ENSG00000174151	284	298	386	200	191	585	302,986902067209	-0,33783136862595	0,147817015654396	-2,28547009375305	0,0222852780717173	0,25009960806959	CYB561D1	NC
CYB561D2	11068	ENSG00000114395	65	51	86	91	74	150	83,6612989545911	0,458938618144632	0,269088020854835	1,70553344101563	0,0880949808984122	0,479091335375454	CYB561D2	NC
CYB5A	1528	ENSG00000166347	532	473	651	533	456	1336	616,507802256396	0,170802502871758	0,126783376262083	1,34719951390693	0,177915984481402	0,625521785742669	CYB5A	NC
CYB5B	80777	ENSG00000103018	997	805	1528	834	852	2521	1142,56296337794	0,0210287301749053	0,106031991738644	0,198324390875714	0,842791269528416	0,962807860092352	CYB5B	NC
CYB5D1	124637	ENSG00000182224	282	270	379	265	268	872	350,067137325994	0,221050370518257	0,140314147142542	1,57539617365665	0,115165027064512	0,531622294455446	CYB5D1	NC
CYB5D2	124936	ENSG00000167740	137	127	210	133	103	297	157,531313700542	-0,106600371999201	0,188818908564281	-0,564564072580212	0,572370308008975	0,885612248516993	CYB5D2	NC
CYB5R1	51706	ENSG00000159348	1196	1233	1836	1282	1220	3499	1572,0379287308	0,180513280064578	0,0947479923933386	1,90519371972751	0,0567548942759217	0,402654326805578	CYB5R1	NC
CYB5R2	51700	ENSG00000166394	176	125	203	157	164	516	200,11668170016	0,366970872262768	0,177761293238098	2,06440257931314	0,0389795621325388	0,34134146489348	CYB5R2	NC
CYB5R3	1727	ENSG00000100243	3815	3775	4773	4271	2823	9317	4493,4412462187	0,0925255855308916	0,133823068960593	0,691402358722902	0,489312722217362	0,849288878536124	CYB5R3	NC
CYB5R4	51167	ENSG00000065615	132	134	294	143	140	352	183,958226995466	-0,0473419596132975	0,194251262522255	-0,243715067786876	0,807451502789412	0,95542670864009	CYB5R4	NC
CYB5RL	606495	ENSG00000215883	13	6	20	13	7	33	13,510293031567	0,12284802972652	0,585739311291446	0,209731577441273	0,833877178383919	0,961215261390359	CYB5RL	NC
CYBA	1535	ENSG00000051523	338	433	584	602	301	913	508,307323829441	0,221110004415758	0,347180981156338	0,636872456778359	0,524207924932991	0,868515740287404	CYBA	NC
CYBRD1	79901	ENSG00000071967	697	575	1132	414	510	1252	712,899555645956	-0,419794567101862	0,128284910897532	-3,27236121664514	0,00106653219418099	0,0343956632623369	CYBRD1	NC
CYC1	1537	ENSG00000179091	485	425	688	595	396	1369	604,713002405467	0,255263227140185	0,141247043647229	1,80721111429218	0,0707293686579679	0,441138497225074	CYC1	NC
CYCS	54205	ENSG00000172115	1110	865	1832	885	1001	3250	1319,21123382038	0,079131264714493	0,126164536766834	0,627206873994524	0,530523637897772	0,869612253567368	CYCS	NC
CYFIP1	23191	ENSG00000273749	2495	2070	3266	2327	2245	6611	2900,46282711517	0,185628722202981	0,0921467133960265	2,0144909716442	0,0439580118136246	0,357871214833862	CYFIP1	NC
CYFIP2	26999	ENSG00000055163	247	229	347	183	225	612	282,069336997673	-0,0273023965737058	0,151094116739615	-0,180697946173225	0,856604670966625	0,965853969697989	CYFIP2	NC
CYGB	114757	ENSG00000161544	124	144	190	143	98	400	164,993683806022	0,109021344405068	0,197724811223474	0,551379180642377	0,581373769513015	0,889068338157762	CYGB	NC
CYHR1	50626	ENSG00000187954	233	271	346	284	192	608	302,749347944013	0,0530153804068415	0,170671282854057	0,310628592697552	0,756082987938281	0,942109320417724	CYHR1	NC
CYLD	1540	ENSG00000083799	564	528	903	599	608	1635	739,992459144667	0,221367708178873	0,109715687953847	2,01764863628247	0,0436278677260658	0,35721923539427	CYLD	NC
CYP1A1	1543	ENSG00000140465	424	304	487	295	304	818	410,165531529958	-0,0935388499117464	0,144701201873048	-0,646427594940168	0,518002474122574	0,865095572132765	CYP1A1	NC
CYP1B1	1545	ENSG00000138061	102	88	191	113	95	247	129,749299521552	0,0272819353381466	0,213478525114727	0,127797094923177	0,898309549128654	0,977688427830383	CYP1B1	NC
CYP20A1	57404	ENSG00000119004	135	133	215	112	124	343	162,710902114587	-0,055489764484174	0,179133633372445	-0,309767425801065	0,756737824409948	0,942109320417724	CYP20A1	NC
CYP24A1	1591	ENSG00000019186	1084	1006	1528	996	799	2617	1233,624267459	-0,0441028417909049	0,106851073047374	-0,412750574543609	0,679789366779275	0,915978541155681	CYP24A1	NC
CYP26B1	56603	ENSG00000003137	107	120	163	117	80	276	133,525659753629	-0,0431638953751496	0,207895194743262	-0,207623343235299	0,835523076260451	0,961377027856599	CYP26B1	NC
CYP27B1	1594	ENSG00000111012	57	32	75	106	89	268	92,5461087071403	1,20606261109635	0,249418338417782	4,83550094490715	1,32810743601858e-06	0,000113002162481666	CYP27B1	Up
CYP27C1	339761	ENSG00000186684	100	95	161	103	102	319	131,831008374574	0,223630941682256	0,195145959228567	1,14596757507198	0,251808568713303	0,698270953257622	CYP27C1	NC
CYP2C18	1562	ENSG00000108242	11	6	12	7	3	33	9,81457750925077	0,0158871944486956	0,700477063183729	0,0226805348578966	0,981905102775377	NA	CYP2C18	NC
CYP2D6	1565	ENSG00000100197	12	4	8	7	13	33	11,3432983383692	0,754466876171797	0,658055883763722	1,14650882210285	0,251584679030994	NA	CYP2D6	NC
CYP2E1	1571	ENSG00000130649	29	34	42	39	38	89	42,6581421562855	0,388825651400744	0,332711611360594	1,16865669283581	0,242541976897906	0,693217959799436	CYP2E1	NC
CYP2J2	1573	ENSG00000134716	59	51	98	54	55	172	73,1643817357923	0,1055611284392	0,254169597510515	0,415317683441005	0,677909357687479	0,91592644513638	CYP2J2	NC
CYP2R1	120227	ENSG00000186104	35	59	109	36	29	120	57,5801757974099	-0,480714780051128	0,322902088972653	-1,48873233239392	0,136557867370143	0,568506017678384	CYP2R1	NC
CYP2S1	29785	ENSG00000167600	2281	2175	2767	2377	1972	5980	2714,93040015922	0,183433333552547	0,112339554295514	1,63284726117052	0,102501124360172	0,510123719628902	CYP2S1	NC
CYP2U1	113612	ENSG00000155016	196	173	184	87	136	289	172,082036342204	-0,446666988289955	0,22254298799488	-2,00710430067665	0,0447385584060545	0,359737590614904	CYP2U1	NC
CYP39A1	51302	ENSG00000146233	16	21	32	9	14	31	19,3810462522973	-0,644775347924754	0,48354203141127	-1,33344219538249	0,182386733097623	0,631205058138205	CYP39A1	NC
CYP3A5	1577	ENSG00000106258	16	18	26	8	6	41	16,6920839588655	-0,630851939420718	0,535000584694939	-1,1791612148993	0,238333986865404	0,689943607970693	CYP3A5	NC
CYP4B1	1580	ENSG00000142973	21	25	27	15	8	35	20,8389440230548	-0,698830140145884	0,473803690207484	-1,47493604332178	0,14022973894901	0,572417889816696	CYP4B1	NC
CYP4F11	57834	ENSG00000171903	40	28	59	28	27	61	38,6675738723447	-0,362890402705372	0,349258549841369	-1,03903083509393	0,298790395797003	0,741939636198151	CYP4F11	NC
CYP4F3	4051	ENSG00000186529	80	90	79	37	33	76	66,7868299256246	-1,07309488978636	0,303892008175912	-3,53117180088915	0,000413722934844714	0,0163270856885922	CYP4F3	Down
CYP4V2	285440	ENSG00000145476	86	56	124	58	79	147	87,3841904538597	-0,117085948024074	0,261523595426768	-0,44770701409564	0,654364658913338	0,910826408282088	CYP4V2	NC
CYP4X1	260293	ENSG00000186377	38	32	40	27	30	81	38,63114645589	-0,0170645865468243	0,345722397712472	-0,0493592161217637	0,960633029341596	0,991813651751618	CYP4X1	NC
CYP51A1	1595	ENSG00000001630	1704	1684	2866	1526	1696	4875	2172,0011254637	0,0497598675529001	0,096358113759778	0,516405579263954	0,6055711698664	0,895909941777038	CYP51A1	NC
CYR61	NA	NA	1835	1720	2940	1791	2010	6098	2440,6221785632	0,261486866339643	0,0974444176865703	2,68344634354237	0,00728676669388884	0,129510133372718	CYR61	NC
CYSTM1	84418	ENSG00000120306	567	489	734	498	437	1457	634,913181491596	0,0614482248969448	0,119895310322399	0,512515666640423	0,608290158575432	0,896208753001139	CYSTM1	NC
CYTH1	9267	ENSG00000108669	1108	852	1304	960	999	2781	1226,76116153054	0,208291291067472	0,114162974296519	1,82450827294032	0,0680752667827794	0,434414348719683	CYTH1	NC
CYTH2	9266	ENSG00000105443	757	874	1022	815	837	2177	1008,969020576	0,211747077114991	0,126270113614301	1,67693740865541	0,0935547220224484	0,489456200908358	CYTH2	NC
CYTH3	9265	ENSG00000008256	574	525	855	566	492	1404	683,356162935938	0,0428146330120843	0,114628323467953	0,373508324267291	0,708770151020101	0,923950396804102	CYTH3	NC
CYYR1	116159	ENSG00000166265	16	3	28	11	12	31	15,0578709656408	-0,0121378070289618	0,601300508839131	-0,0201859250915902	0,983895055749148	0,995848222713451	CYYR1	NC
D2HGDH	728294	ENSG00000180902	65	98	81	90	41	176	87,1775907561934	-0,0253680280066779	0,304106543548993	-0,0834182247794713	0,933518997737556	0,986212347292837	D2HGDH	NC
DAAM1	23002	ENSG00000100592	1487	1343	2580	1240	1330	3780	1787,74630527088	-0,0699228646994778	0,102742308692698	-0,680565441726803	0,496146500067807	0,852182866390241	DAAM1	NC
DAB2	1601	ENSG00000153071	328	308	460	339	318	876	406,006951656238	0,182225066576959	0,130302631298924	1,39847572347883	0,161970257789489	0,605156394487855	DAB2	NC
DAB2IP	153090	ENSG00000136848	3311	3291	4327	2928	2329	6605	3610,85873981064	-0,175531835654476	0,114243915301691	-1,53646551057829	0,124424250369854	0,54700461572066	DAB2IP	NC
DACT2	168002	ENSG00000164488	11	17	28	14	10	29	17,0771854934532	-0,327357421574611	0,51586323504139	-0,634581802574758	0,525701199613553	0,869214460716304	DACT2	NC
DAD1	1603	ENSG00000129562	1671	1498	2306	1576	1544	4360	1989,50116903432	0,135206063444406	0,0908435992483144	1,4883389095453	0,136661538584598	0,568506017678384	DAD1	NC
DAG1	1605	ENSG00000173402	3617	3875	5326	3159	3051	9129	4336,90673612029	-0,0802524398880724	0,0913966071539528	-0,878068041988598	0,379906794717247	0,800305850083022	DAG1	NC
DAGLA	747	ENSG00000134780	28	30	32	30	20	49	31,0982269620281	-0,111362524406628	0,400551397468851	-0,278023057990425	0,78099465855522	0,948485106624887	DAGLA	NC
DAGLB	221955	ENSG00000164535	388	354	553	367	315	1021	456,554208790273	0,0601166778819068	0,125763242029718	0,478014695801983	0,632639745388528	0,90422311902782	DAGLB	NC
DALRD3	55152	ENSG00000178149	136	115	153	102	87	341	140,170804255763	-0,0211939082198076	0,207148426098333	-0,102312668355717	0,918508500182891	0,981744578995166	DALRD3	NC
DANCR	57291	ENSG00000226950	139	132	217	115	114	346	162,178585858599	-0,0917365066136076	0,17796054754252	-0,515487886952523	0,606212131927174	0,896091796892702	DANCR	NC
DAP	1611	ENSG00000112977	504	433	692	393	404	1415	570,944242485296	0,0493038141426114	0,12872737601826	0,383009548300103	0,701712684420114	0,921948546622725	DAP	NC
DAP3	7818	ENSG00000132676	988	811	1267	802	957	2777	1144,40139625549	0,205083658623094	0,115673888607679	1,77294686892266	0,0762375112857867	0,456152193782825	DAP3	NC
DAPK1	1612	ENSG00000196730	129	129	195	94	93	261	140,626441945555	-0,328887544097254	0,189457969497186	-1,7359393482898	0,0825745593876134	0,469936794096346	DAPK1	NC
DAPK2	23604	ENSG00000035664	22	33	16	23	10	30	23,1324357127552	-0,467410512166153	0,522064452883082	-0,895311890294187	0,370620385929949	0,795499693091309	DAPK2	NC
DAPK3	1613	ENSG00000167657	425	453	731	609	429	1247	605,583049594024	0,257025729797981	0,145348841497347	1,76833696884109	0,0770045870657808	0,456886266581688	DAPK3	NC
DAPP1	27071	ENSG00000070190	745	696	1185	807	795	2517	1005,50224010521	0,310027983061249	0,102544625567571	3,02334697060216	0,00249995430436869	0,0650584637516511	DAPP1	NC
DARS	NA	NA	884	948	1795	815	857	2540	1183,74097047177	-0,0886995418193965	0,12000130179679	-0,739154829916763	0,459812985763262	0,833538218208763	DARS	NC
DARS2	55157	ENSG00000117593	574	479	793	454	430	1381	624,621499680257	-0,051412992938277	0,116275007325166	-0,442167187265784	0,658368228469068	0,911740991327423	DARS2	NC
DAXX	1616	ENSG00000204209	670	546	933	649	629	1967	810,335725854898	0,254977405676904	0,109819058757897	2,32179558412551	0,0202439451512912	0,236021972769719	DAXX	NC
DAZAP1	26528	ENSG00000071626	1262	1197	1866	1384	1303	3547	1626,8356844949	0,236975216547058	0,0953491522071588	2,48534162141471	0,0129427164225044	0,182890187185848	DAZAP1	NC
DAZAP2	9802	ENSG00000183283	2936	2472	4280	2494	2411	7165	3323,29525193391	-0,000968011203612147	0,0870122045522201	-0,0111250049184905	0,991123713433746	0,997818046544984	DAZAP2	NC
DBF4	10926	ENSG00000006634	126	127	262	129	131	359	172,466614817871	-0,00556043583192552	0,188073951748415	-0,0295651565792784	0,976413854180104	0,994052575548072	DBF4	NC
DBF4B	80174	ENSG00000161692	80	50	97	63	60	193	81,7476999048467	0,133704454758575	0,250941978260371	0,532810236395946	0,594164947161064	0,895052344436374	DBF4B	NC
DBI	1622	ENSG00000155368	5310	4178	6369	3930	4000	13004	5560,59152301715	0,0176442055930681	0,104850161064847	0,168280195412915	0,866362853448417	0,968929040887228	DBI	NC
DBN1	1627	ENSG00000113758	2184	2253	3171	2940	1837	6151	2873,45129273995	0,230741336592015	0,136895802145326	1,6855252898629	0,0918872697387482	0,484654441411266	DBN1	NC
DBNDD1	79007	ENSG00000003249	249	242	321	348	238	734	331,056941495934	0,40692908073982	0,165309628054806	2,46161754477427	0,0138312067369241	0,189694311440068	DBNDD1	NC
DBNL	28988	ENSG00000136279	871	867	1329	1009	803	2526	1132,92911789279	0,190446454366668	0,109447445568451	1,74007217233369	0,0818463458587134	0,46931489257795	DBNL	NC
DBP	1628	ENSG00000105516	98	88	164	54	50	162	95,4058953357634	-0,719858839068404	0,227683610684432	-3,16166296249633	0,00156871015030824	0,0460142192499949	DBP	NC
DBR1	51163	ENSG00000138231	167	172	247	129	151	342	191,310423321086	-0,190664299381123	0,177000670216411	-1,07719535269559	0,281393001032897	0,727837211911092	DBR1	NC
DBT	1629	ENSG00000137992	465	453	876	390	400	1083	564,285121841731	-0,212260916424158	0,128505081350198	-1,65177060855447	0,0985813224409221	0,502199628587577	DBT	NC
DCAF10	79269	ENSG00000122741	175	172	416	156	151	496	233,027175746335	-0,224060017903324	0,190486487228412	-1,17625150824821	0,239494387030734	0,690583216911206	DCAF10	NC
DCAF11	80344	ENSG00000100897	666	561	923	516	519	1547	724,094985543268	-0,0681318812934942	0,110196449387623	-0,618276556750354	0,536393052553675	0,871842905994955	DCAF11	NC
DCAF12	25853	ENSG00000198876	702	648	1050	581	613	1651	810,16763149224	-0,0581219537704498	0,106048906512437	-0,548067450027251	0,583645589721101	0,890417995111648	DCAF12	NC
DCAF13	25879	ENSG00000164934	476	401	811	420	429	1329	579,347360638073	0,0467894131059677	0,126708972292647	0,369266771400395	0,711928890629271	0,9250257942989	DCAF13	NC
DCAF15	90379	ENSG00000132017	158	180	285	185	147	380	210,743607316554	-0,0466360115701992	0,181159858328821	-0,257430161407782	0,796846721814927	0,952629084567717	DCAF15	NC
DCAF16	54876	ENSG00000163257	254	253	397	208	218	612	299,055353706841	-0,117093028553967	0,141469333853103	-0,8276919482462	0,407844980216959	0,811286762921485	DCAF16	NC
DCAF17	80067	ENSG00000115827	262	250	548	194	195	611	311,374240185154	-0,387084958829067	0,162693260907941	-2,37923166988519	0,0173487687351148	0,217485035021079	DCAF17	NC
DCAF4	26094	ENSG00000119599	174	173	280	177	164	437	218,275774464673	0,0321716999285848	0,162225644052776	0,198314515047439	0,842798995854952	0,962807860092352	DCAF4	NC
DCAF4L1	285429	ENSG00000182308	8	6	14	8	6	29	10,080766528273	0,226872230545865	0,656174854850199	0,345749656313269	0,729530862696138	NA	DCAF4L1	NC
DCAF5	8816	ENSG00000139990	2478	2204	3231	2074	2099	5672	2758,21372217427	0,00301593184745736	0,0941125397608282	0,032046014857551	0,974435355174281	0,994052575548072	DCAF5	NC
DCAF6	55827	ENSG00000143164	1250	1067	2026	1057	1173	3294	1495,84540522266	0,0391237847935958	0,1042796854198	0,37518126983309	0,707525659015599	0,923368189037139	DCAF6	NC
DCAF7	10238	ENSG00000136485	1535	1519	2753	1506	1418	4339	1979,74611726073	0,0152261353095167	0,0989506117767308	0,153876110881179	0,877707420500164	0,971576915778281	DCAF7	NC
DCAF8	50717	ENSG00000132716	1481	1400	2105	1089	1197	3704	1666,34089209879	-0,101898191883092	0,100349919410195	-1,01542873658491	0,309901500586984	0,753153729102382	DCAF8	NC
DCAKD	79877	ENSG00000172992	535	562	706	443	407	1241	604,43418679779	-0,133793756153043	0,125976635194706	-1,06205214916445	0,288212011437127	0,733491620961226	DCAKD	NC
DCBLD1	285761	ENSG00000164465	499	405	637	496	509	1348	598,568128606881	0,306575928612474	0,121998561802678	2,51294707152641	0,0119727296181673	0,173684204630173	DCBLD1	NC
DCBLD2	131566	ENSG00000057019	4532	3940	7267	3508	3698	12120	5243,06755080778	-0,06184280940611	0,098250685075822	-0,629438963793328	0,529061715979154	0,869612253567368	DCBLD2	NC
DCK	1633	ENSG00000156136	150	193	369	119	127	353	201,533353488186	-0,526474212455784	0,193925605176496	-2,7148256774892	0,00663106648119203	0,122125769715865	DCK	NC
DCLRE1A	9937	ENSG00000198924	120	114	204	108	118	250	144,83817719636	-0,105619765899052	0,201283329049538	-0,524731811609978	0,599769639652835	0,8958385956029	DCLRE1A	NC
DCLRE1B	64858	ENSG00000118655	159	117	242	130	136	405	179,183475534025	0,0555179672377933	0,180127724050929	0,308214449109989	0,7579191585085	0,942364702366907	DCLRE1B	NC
DCLRE1C	64421	ENSG00000152457	148	137	253	107	135	353	173,270050020831	-0,159663902887968	0,18213897048446	-0,876604838949556	0,380701309971798	0,800995022050449	DCLRE1C	NC
DCP1A	55802	ENSG00000272886	295	286	396	253	292	754	351,876280197741	0,090655063677741	0,141478091185588	0,640771040364275	0,521671450842373	0,866836233094537	DCP1A	NC
DCP1B	196513	ENSG00000151065	210	198	283	200	175	442	239,075041973939	-0,0282929401116055	0,165596766759802	-0,170854423460118	0,864338234428297	0,968927845116453	DCP1B	NC
DCP2	167227	ENSG00000172795	97	112	252	83	103	275	139,108090735437	-0,270882808134223	0,22580183500756	-1,19964839136561	0,230275924240221	0,68531947849709	DCP2	NC
DCPS	28960	ENSG00000110063	212	165	247	169	156	531	223,444865587419	0,0815555452503094	0,169106593551649	0,482273006258627	0,629612020479634	0,903305419692297	DCPS	NC
DCTD	1635	ENSG00000129187	840	693	1092	571	685	2163	906,250910617643	-0,00709901336237913	0,125006745243378	-0,0567890424517326	0,954713242709129	0,990889763195901	DCTD	NC
DCTN1	1639	ENSG00000204843	2480	2234	3538	2464	2131	6583	2970,18620791558	0,117768141877583	0,0902750662116807	1,30454783163975	0,192046862134379	0,643697607321308	DCTN1	NC
DCTN2	10540	ENSG00000175203	1793	1505	2659	1484	1576	4799	2082,14696380162	0,0594094239694833	0,0963191744959528	0,616797478595288	0,537368315293425	0,872015105988803	DCTN2	NC
DCTN3	11258	ENSG00000137100	303	323	461	262	281	799	372,76714639014	-0,0278805447359982	0,134729016040801	-0,206937937760601	0,836058327687532	0,961377027856599	DCTN3	NC
DCTN4	51164	ENSG00000132912	511	450	821	423	458	1337	605,784342973362	-0,00554606309768985	0,118247098366345	-0,0469023187402656	0,962591080042359	0,992199088174945	DCTN4	NC
DCTN5	84516	ENSG00000166847	1176	1060	1975	965	1026	2976	1394,39878100615	-0,0733189611860148	0,102119342616029	-0,717973297788408	0,472773751251351	0,842639558411022	DCTN5	NC
